desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Fossa séptica;6647661883
Fossa séptica;6647987134
Fossa séptica;6651338552
Outra forma;6651775936
Fossa séptica;6652467909
Fossa séptica;6652878283
Fossa séptica;6655063680
Direto para um rio, lago ou mar;6655797489
Fossa rudimentar;6658558264
Fossa séptica;6660434933
Vala a céu aberto;6669547986
Fossa séptica;6669632150
Fossa rudimentar;6669694504
Outra forma;6670119780
Fossa séptica;6670334168
Direto para um rio, lago ou mar;6670491000
Outra forma;6661201100
Fossa séptica;6661825073
;6662069612
;6662459160
Fossa séptica;6662469807
Direto para um rio, lago ou mar;6666355873
Vala a céu aberto;6666566734
Outra forma;6666654277
;6666881176
Vala a céu aberto;6668984053
Outra forma;6672015132
Fossa séptica;6672105557
;6674932124
Direto para um rio, lago ou mar;6675587056
Fossa séptica;6675676237
Direto para um rio, lago ou mar;6675748246
Vala a céu aberto;6677400409
Outra forma;6678536851
Outra forma;6679098777
Direto para um rio, lago ou mar;6679413397
Outra forma;6680041180
Fossa séptica;6682831650
Outra forma;6682838824
Direto para um rio, lago ou mar;6693356141
;6693905269
Direto para um rio, lago ou mar;6694229321
Fossa séptica;6685401680
Direto para um rio, lago ou mar;6687130978
Fossa rudimentar;6688690977
;6689035387
Outra forma;6690343049
Fossa séptica;6695781184
Direto para um rio, lago ou mar;6697404205
Direto para um rio, lago ou mar;6697409185
Outra forma;6698677051
Direto para um rio, lago ou mar;6698899976
;6699058878
Fossa séptica;6711582284
Outra forma;6711701399
;6712211085
;6712284716
Outra forma;6700603560
Outra forma;6703636850
Vala a céu aberto;6705665866
Outra forma;6705771976
Direto para um rio, lago ou mar;6707466496
Direto para um rio, lago ou mar;6708256118
Fossa séptica;6708693844
Vala a céu aberto;6709964248
Fossa séptica;6710941221
Fossa séptica;6715036268
Direto para um rio, lago ou mar;6728282270
Outra forma;6718379310
;6719000640
Outra forma;6720679007
Fossa séptica;6721005840
Direto para um rio, lago ou mar;6721685884
Direto para um rio, lago ou mar;6724676401
Outra forma;6725211569
Fossa séptica;6725265308
Direto para um rio, lago ou mar;6725607390
;6725761046
Outra forma;6725797903
Fossa séptica;6725872468
Direto para um rio, lago ou mar;6726017537
Vala a céu aberto;6727281920
Vala a céu aberto;6729230177
;6740931437
Direto para um rio, lago ou mar;6735435524
Direto para um rio, lago ou mar;6735449401
Direto para um rio, lago ou mar;6735528883
Direto para um rio, lago ou mar;6735558103
Direto para um rio, lago ou mar;6735769228
Outra forma;6736573459
Vala a céu aberto;6737112005
Direto para um rio, lago ou mar;6738360290
Outra forma;6738434081
Direto para um rio, lago ou mar;6740225486
;6742519975
Direto para um rio, lago ou mar;6743900168
Outra forma;6744333437
Direto para um rio, lago ou mar;6744405527
Fossa séptica;6745299879
;6745803542
Direto para um rio, lago ou mar;6754969504
Vala a céu aberto;6748146224
Outra forma;6748208785
;6748218829
Fossa séptica;6748294509
Fossa rudimentar;6749135749
Outra forma;6749305253
;6750258859
Vala a céu aberto;6750772498
;6750900755
Fossa séptica;6752023530
Outra forma;6753583459
Outra forma;6753869263
Direto para um rio, lago ou mar;6754189924
Fossa séptica;6759445201
Outra forma;6761092922
Outra forma;6761528640
;6761631220
Outra forma;6764801959
Outra forma;6766729902
Fossa séptica;6768784234
Outra forma;6770431394
Vala a céu aberto;6772628845
Vala a céu aberto;6773816700
;6774483925
Fossa séptica;6776038430
Direto para um rio, lago ou mar;6776177201
Fossa séptica;6778874260
Outra forma;6779843750
Fossa séptica;6780055166
Direto para um rio, lago ou mar;6780174254
Direto para um rio, lago ou mar;6780524760
Fossa séptica;6780745693
Outra forma;6797822653
Outra forma;6798546730
Outra forma;6781879162
Outra forma;6783542190
Fossa séptica;6784633288
;6785247268
Direto para um rio, lago ou mar;6785348102
Fossa séptica;6785673879
Outra forma;6786110924
Fossa séptica;6786883974
Direto para um rio, lago ou mar;6787392184
Direto para um rio, lago ou mar;6789908757
Direto para um rio, lago ou mar;6790680829
Outra forma;6793105680
Fossa séptica;6793701533
Vala a céu aberto;6793848208
Direto para um rio, lago ou mar;6794068249
Direto para um rio, lago ou mar;6795543358
Fossa séptica;6796199928
Outra forma;6796491238
Fossa séptica;6796937007
Direto para um rio, lago ou mar;6797048842
Fossa rudimentar;6799582404
Direto para um rio, lago ou mar;6799625227
Outra forma;6799855818
Fossa rudimentar;6828027949
Fossa rudimentar;6842501105
Outra forma;6801869647
Outra forma;6802861100
Outra forma;6803537200
Vala a céu aberto;6803718697
Outra forma;6803793982
Fossa séptica;6804742931
Vala a céu aberto;6806685781
Direto para um rio, lago ou mar;6807528892
;6808410240
Fossa séptica;6809202935
Direto para um rio, lago ou mar;6809212574
Outra forma;6809816089
Direto para um rio, lago ou mar;6811596007
Vala a céu aberto;6812784710
;6814916550
Direto para um rio, lago ou mar;6814980487
Direto para um rio, lago ou mar;6816020235
Fossa séptica;6817773466
;6819296770
Direto para um rio, lago ou mar;6819479263
Direto para um rio, lago ou mar;6819701705
Vala a céu aberto;6821342873
Direto para um rio, lago ou mar;6822547622
Direto para um rio, lago ou mar;6823569646
Vala a céu aberto;6823575450
Vala a céu aberto;6825132610
Fossa séptica;6825461273
Outra forma;6828705521
Outra forma;6830870615
Fossa séptica;6831156428
;6831968120
;6833416265
;6835176784
Outra forma;6836776750
Outra forma;6837768000
Fossa rudimentar;6838248301
;6838850575
Outra forma;6839520056
;6839796639
Fossa rudimentar;6844213484
Direto para um rio, lago ou mar;6847014130
Outra forma;6847367563
Fossa séptica;6848106976
Fossa séptica;6849679287
;6850178261
;6850483064
Direto para um rio, lago ou mar;6850547569
Direto para um rio, lago ou mar;6850735560
Direto para um rio, lago ou mar;6851162121
Outra forma;6852737926
Vala a céu aberto;6853258061
Outra forma;6854269636
Outra forma;6855065414
Fossa séptica;6855927408
Direto para um rio, lago ou mar;6856285582
Direto para um rio, lago ou mar;6857365474
Outra forma;6870580405
Vala a céu aberto;6870988315
Outra forma;6871276963
Outra forma;6863609746
Vala a céu aberto;6867578403
Outra forma;6867836119
Fossa séptica;6870259070
Direto para um rio, lago ou mar;6871911901
Fossa séptica;6873125407
Direto para um rio, lago ou mar;6873426946
Direto para um rio, lago ou mar;6874814907
Outra forma;6876566307
Fossa séptica;6877215710
Fossa séptica;6877513576
Fossa séptica;6878368677
;6878663083
Fossa séptica;6879836577
Direto para um rio, lago ou mar;6880181228
Outra forma;6880731740
Fossa séptica;6881269870
Outra forma;6884135956
Outra forma;6884829028
Outra forma;6886482661
Fossa séptica;6887874016
Direto para um rio, lago ou mar;6887972530
Fossa séptica;6900328709
Outra forma;6888490408
Outra forma;6890552342
;6892698387
Direto para um rio, lago ou mar;6895155961
Outra forma;6895808434
;6897904309
Direto para um rio, lago ou mar;6899202964
Outra forma;6901713827
Direto para um rio, lago ou mar;6913244509
Direto para um rio, lago ou mar;6924968074
Direto para um rio, lago ou mar;6925423292
Fossa séptica;6926094233
Direto para um rio, lago ou mar;6903746072
Outra forma;6903893377
Outra forma;6904830409
Outra forma;6906045644
Direto para um rio, lago ou mar;6907100118
Vala a céu aberto;6908037452
Direto para um rio, lago ou mar;6909798430
;6909886720
Direto para um rio, lago ou mar;6910183916
;6910498402
Fossa séptica;6911578981
Direto para um rio, lago ou mar;6913378530
Outra forma;6913470932
Direto para um rio, lago ou mar;6915648500
Fossa rudimentar;6919714710
;6920027666
Outra forma;6920232758
;6921596141
Direto para um rio, lago ou mar;6922056671
Vala a céu aberto;6923395585
;6923414474
Outra forma;6926446016
Outra forma;6927195122
Outra forma;6928269553
Direto para um rio, lago ou mar;6931033611
;6931049534
Outra forma;6931425960
Outra forma;6932977605
Direto para um rio, lago ou mar;6934082516
Outra forma;6934353218
Direto para um rio, lago ou mar;6936910009
Outra forma;6940691758
;6943817132
Outra forma;6944865823
Outra forma;6944997738
;6945069400
Fossa séptica;6945369382
Outra forma;6946002024
Fossa séptica;6946480511
;6950243456
Direto para um rio, lago ou mar;6952486003
Direto para um rio, lago ou mar;6953869488
Direto para um rio, lago ou mar;6954532894
Direto para um rio, lago ou mar;6954859702
Fossa séptica;6954917095
;6955826824
Outra forma;6957527409
Direto para um rio, lago ou mar;6959331242
Fossa séptica;6964845607
Vala a céu aberto;6965704322
Vala a céu aberto;6965798718
Vala a céu aberto;6979787535
Outra forma;6980090453
Outra forma;6966807001
;6967577700
Direto para um rio, lago ou mar;6968034611
Outra forma;6969640663
Fossa séptica;6970264262
;6971338855
Direto para um rio, lago ou mar;6972612209
;6973817815
Outra forma;6974156600
Direto para um rio, lago ou mar;6978187305
Direto para um rio, lago ou mar;6980810642
Outra forma;6981262541
Outra forma;6982135136
Fossa séptica;6982347745
;6982692841
Direto para um rio, lago ou mar;6993020050
Direto para um rio, lago ou mar;6993157357
Fossa rudimentar;6993612658
Outra forma;6994393291
Direto para um rio, lago ou mar;6983541332
Outra forma;6984464706
Vala a céu aberto;6984698448
;6984719542
Direto para um rio, lago ou mar;6985041515
Direto para um rio, lago ou mar;6985455751
Vala a céu aberto;6986205007
Outra forma;6986237030
Vala a céu aberto;6986375182
Direto para um rio, lago ou mar;6986503105
Fossa séptica;6987686637
Direto para um rio, lago ou mar;6988057803
Fossa séptica;6989835133
Outra forma;6992085727
Direto para um rio, lago ou mar;6992526367
Outra forma;6994470890
;6994778835
;6994780147
Fossa séptica;6995593243
;6995794060
Fossa séptica;6995899750
Outra forma;7005197348
;6996016304
Direto para um rio, lago ou mar;6997041205
Direto para um rio, lago ou mar;6997935303
Fossa séptica;6999260176
Direto para um rio, lago ou mar;6999490414
Vala a céu aberto;7000277181
Outra forma;7000694963
;7001592153
Direto para um rio, lago ou mar;7002511971
Outra forma;7003350726
Fossa séptica;7003530112
Direto para um rio, lago ou mar;7004098150
Outra forma;7004165108
Outra forma;7005419502
Fossa séptica;7006702704
Direto para um rio, lago ou mar;7007642241
Outra forma;7008397631
Outra forma;7008599773
Outra forma;7010057850
Outra forma;7013370525
Direto para um rio, lago ou mar;7013601608
Direto para um rio, lago ou mar;7016552756
Outra forma;7018262232
Outra forma;7018327890
Outra forma;7018841003
Fossa séptica;7019773702
Fossa séptica;7022190291
;7022733767
Outra forma;7025978485
Direto para um rio, lago ou mar;7026888439
Direto para um rio, lago ou mar;7027431866
Fossa séptica;7027491761
Direto para um rio, lago ou mar;7027724960
Outra forma;7028015343
Outra forma;7029330749
Fossa séptica;7039912210
Fossa séptica;7041054705
Outra forma;7030841190
Direto para um rio, lago ou mar;7032334598
Fossa séptica;7033503741
Direto para um rio, lago ou mar;7033664591
Direto para um rio, lago ou mar;7034432325
Outra forma;7035079408
Fossa séptica;7036051949
;7037092754
Direto para um rio, lago ou mar;7037995177
Direto para um rio, lago ou mar;7038176471
Direto para um rio, lago ou mar;7038250892
Fossa séptica;7038868942
;7039876582
Fossa séptica;7041632415
Direto para um rio, lago ou mar;7041668606
Direto para um rio, lago ou mar;7041738167
Direto para um rio, lago ou mar;7042642341
;7047546499
Vala a céu aberto;7047572651
Vala a céu aberto;7049473405
Direto para um rio, lago ou mar;7050006807
Outra forma;7050511102
Outra forma;7056162231
Outra forma;7056499970
Outra forma;7056826172
Direto para um rio, lago ou mar;7058528659
Outra forma;7061598107
Outra forma;7062225630
Direto para um rio, lago ou mar;7065678466
;7066447352
Outra forma;7066811933
Fossa séptica;7069453604
Vala a céu aberto;7070845120
Direto para um rio, lago ou mar;7070990995
Outra forma;7072711503
Outra forma;7074892106
;7075079603
Direto para um rio, lago ou mar;7075166255
Direto para um rio, lago ou mar;7076586169
Outra forma;7077005909
Direto para um rio, lago ou mar;7077404609
Fossa rudimentar;7077446875
Outra forma;7083231702
Direto para um rio, lago ou mar;7083283931
Fossa séptica;7083522359
Fossa séptica;7086563820
Fossa séptica;7090695026
;7091629523
Fossa séptica;7093699138
Fossa séptica;7094000391
;7094675836
Vala a céu aberto;7094987056
;7095794111
Direto para um rio, lago ou mar;7095831335
Outra forma;7096028048
;7096137335
;7098226424
;7099142968
;7100322855
Fossa séptica;7102247109
Fossa séptica;7102959443
Fossa séptica;7112930405
;7113137253
Fossa séptica;7106430471
Outra forma;7107667424
Direto para um rio, lago ou mar;7107934058
Fossa séptica;7108337339
Outra forma;7109880010
Vala a céu aberto;7110578348
Fossa séptica;7111234545
Outra forma;7111601980
Outra forma;7113240429
Outra forma;7113832946
Outra forma;7114117000
Fossa séptica;7115346240
Outra forma;7135555139
Outra forma;7135684451
Direto para um rio, lago ou mar;7135734068
Fossa séptica;7135774523
Outra forma;7136123984
Outra forma;7136207223
Direto para um rio, lago ou mar;7136251630
Fossa séptica;7136383382
;7136658586
Direto para um rio, lago ou mar;7116251740
Outra forma;7116659072
Outra forma;7117818778
Fossa séptica;7119279289
Direto para um rio, lago ou mar;7119381725
Outra forma;7119444077
Outra forma;7121232456
Outra forma;7122742270
Direto para um rio, lago ou mar;7124424305
;7125088058
;7125222633
Direto para um rio, lago ou mar;7125495796
Outra forma;7125947360
Direto para um rio, lago ou mar;7126882858
Direto para um rio, lago ou mar;7128497188
Fossa séptica;7129342439
Fossa séptica;7130634081
Outra forma;7130885670
Direto para um rio, lago ou mar;7130901977
Fossa séptica;7131633216
;7133485850
;7133770628
;7133880300
;7134000800
Outra forma;7134504603
;7134565076
Fossa séptica;7134753581
Outra forma;7134780716
Fossa séptica;7159013891
Direto para um rio, lago ou mar;7169257882
Direto para um rio, lago ou mar;7137505295
Outra forma;7137773036
Direto para um rio, lago ou mar;7137773702
Fossa séptica;7139572801
;7141332995
Fossa séptica;7141368248
Fossa séptica;7141769820
Outra forma;7142835923
Fossa séptica;7143085529
;7143125504
Fossa séptica;7143459119
Outra forma;7143552674
Outra forma;7145105721
Fossa séptica;7145140802
Fossa séptica;7148349044
Fossa séptica;7148662028
Outra forma;7149879993
Outra forma;7150363431
Outra forma;7150722342
Outra forma;7152057494
Fossa séptica;7152490619
Fossa séptica;7152716951
Fossa séptica;7153865578
Fossa séptica;7154499583
Direto para um rio, lago ou mar;7154557370
Fossa séptica;7154906219
Outra forma;7155558559
Outra forma;7155669709
Outra forma;7156134728
;7156586467
Outra forma;7158523535
Outra forma;7158610772
Fossa séptica;7159422805
Outra forma;7160437772
Fossa séptica;7160744195
Outra forma;7161372402
Direto para um rio, lago ou mar;7161592526
;7161930944
Fossa séptica;7162494994
;7163056150
Fossa séptica;7163765800
Outra forma;7164069506
Fossa séptica;7164142874
;7164755027
Fossa séptica;7164846502
Fossa séptica;7166218789
;7166316527
Fossa séptica;7171306909
Direto para um rio, lago ou mar;7172562003
Fossa séptica;7173433320
Direto para um rio, lago ou mar;7173442745
Fossa séptica;7173930898
Direto para um rio, lago ou mar;7174790992
Vala a céu aberto;7174903193
;7175395396
Direto para um rio, lago ou mar;7175610114
Outra forma;7175654910
Fossa séptica;7175897308
Fossa séptica;7175992998
Fossa séptica;7176703094
Direto para um rio, lago ou mar;7177896678
Direto para um rio, lago ou mar;7178280930
Direto para um rio, lago ou mar;7178797045
Fossa séptica;7179035084
Outra forma;7179248746
Fossa séptica;7179758000
Fossa séptica;7180186481
Direto para um rio, lago ou mar;7180368830
Direto para um rio, lago ou mar;7180740098
Direto para um rio, lago ou mar;7181153765
;7181662996
;7188776245
Fossa séptica;7188787875
Outra forma;7181727796
Direto para um rio, lago ou mar;7181991540
;7182179423
Vala a céu aberto;7182889633
Fossa séptica;7183021505
Fossa séptica;7183488772
Fossa séptica;7184229100
Fossa séptica;7184268865
Outra forma;7184755006
Direto para um rio, lago ou mar;7184932811
Fossa séptica;7185793807
;7185961530
Direto para um rio, lago ou mar;7186946194
Fossa séptica;7188173117
;7188207895
Fossa séptica;7188311366
Outra forma;7188412120
Outra forma;7189530967
Fossa séptica;7189622900
Fossa séptica;7189777008
Fossa séptica;7190086030
;7190150811
Vala a céu aberto;7194256894
;7194865998
Fossa séptica;7195415732
Outra forma;7195653080
Vala a céu aberto;7195993698
Fossa séptica;7196367952
Fossa séptica;7196423291
Fossa séptica;7196545214
Fossa séptica;7196746465
Outra forma;7196904800
Fossa séptica;7197187400
Fossa séptica;7197466121
Outra forma;7198096654
Fossa séptica;7198265430
;7198302734
Fossa séptica;7199512830
Fossa séptica;7201616900
Fossa séptica;7202162067
Vala a céu aberto;7202697505
Fossa séptica;7210329315
Fossa séptica;7210544208
Outra forma;7203877361
Fossa séptica;7203901688
Fossa séptica;7204376102
;7204651502
Fossa séptica;7204909100
Fossa séptica;7205562368
Outra forma;7207033524
Fossa rudimentar;7207171838
Fossa séptica;7207457057
Vala a céu aberto;7207728778
Fossa séptica;7207889437
Fossa séptica;7208184275
Outra forma;7208612331
Outra forma;7208869707
Direto para um rio, lago ou mar;7209242279
Fossa séptica;7209946241
Outra forma;7211274441
Fossa séptica;7211575131
Direto para um rio, lago ou mar;7211700564
Fossa séptica;7218024270
Fossa séptica;7212629960
Direto para um rio, lago ou mar;7213539671
Direto para um rio, lago ou mar;7213566644
;7213685651
Outra forma;7213948504
Fossa séptica;7213993631
Direto para um rio, lago ou mar;7214441640
Fossa séptica;7214522560
Direto para um rio, lago ou mar;7214593661
Fossa séptica;7214718030
Outra forma;7215583139
Fossa séptica;7215839540
Fossa séptica;7216307070
Direto para um rio, lago ou mar;7216403380
Direto para um rio, lago ou mar;7216446275
Fossa séptica;7216685504
Outra forma;7216797817
;7216821890
Fossa séptica;7216891325
Fossa séptica;7216964306
Fossa séptica;7217226287
Fossa séptica;7217724120
Outra forma;7218901131
Fossa séptica;7219222602
Outra forma;7219287739
Fossa séptica;7226823365
Outra forma;7219836422
Fossa séptica;7220507470
Fossa séptica;7220628269
Direto para um rio, lago ou mar;7220660073
Outra forma;7220709501
;7220770332
Outra forma;7220966318
Fossa séptica;7221192324
;7221321663
Fossa séptica;7221979502
Direto para um rio, lago ou mar;7222974750
Outra forma;7223388994
;7224164666
Fossa séptica;7224691798
Direto para um rio, lago ou mar;7226252198
;7226341700
Outra forma;7226343150
Fossa séptica;7227285146
Direto para um rio, lago ou mar;7227534383
Fossa séptica;7227764974
Fossa séptica;7228272617
Fossa séptica;7228332458
Outra forma;7228957989
Fossa séptica;7229276659
Outra forma;7229343780
Outra forma;7229806550
Outra forma;7238890909
Outra forma;7239077306
Fossa séptica;7239193560
Vala a céu aberto;7239341852
;7239988333
Outra forma;7230402573
Fossa séptica;7230540020
Fossa séptica;7230727952
Outra forma;7231071490
Outra forma;7231385753
Direto para um rio, lago ou mar;7231456448
Direto para um rio, lago ou mar;7231749380
Outra forma;7231935508
Direto para um rio, lago ou mar;7231940412
Fossa séptica;7232205732
Outra forma;7233315299
Outra forma;7233409358
Fossa séptica;7233428735
Direto para um rio, lago ou mar;7234161767
Outra forma;7234651934
Fossa séptica;7234678972
Fossa séptica;7235123885
Fossa séptica;7235757973
Fossa séptica;7236614050
Outra forma;7237587510
Direto para um rio, lago ou mar;7237728784
Fossa séptica;7238539403
;7240270840
Vala a céu aberto;7241046404
;7241124480
Direto para um rio, lago ou mar;7242286751
Outra forma;7243057772
Fossa séptica;7243111734
;7243796060
Fossa séptica;7243961959
Fossa séptica;7244836910
;7255642969
Fossa séptica;7245655820
Outra forma;7246112235
Direto para um rio, lago ou mar;7246711104
;7247331402
Fossa séptica;7248760579
;7248887480
Outra forma;7249294520
Outra forma;7249950215
Direto para um rio, lago ou mar;7250796305
Direto para um rio, lago ou mar;7252593029
;7253412460
;7253911032
Direto para um rio, lago ou mar;7254739080
;7257791791
Direto para um rio, lago ou mar;7257847762
Fossa séptica;7269191441
Fossa séptica;7258308911
Fossa séptica;7259244704
Fossa séptica;7259290498
Outra forma;7261019909
Outra forma;7261754552
;7262058770
Fossa séptica;7263789337
Outra forma;7265196260
Fossa séptica;7266625696
Direto para um rio, lago ou mar;7266706696
Fossa séptica;7267006906
Fossa séptica;7268565925
Fossa séptica;7269729670
Fossa séptica;7270355762
Fossa séptica;7271108106
Fossa séptica;7272308087
Outra forma;7273186406
Fossa séptica;7273388629
Direto para um rio, lago ou mar;7273780901
Direto para um rio, lago ou mar;7273911356
Fossa séptica;7274173634
Direto para um rio, lago ou mar;7274533789
Outra forma;7274666401
Vala a céu aberto;7275193442
Fossa séptica;7275201488
Outra forma;7275621509
Direto para um rio, lago ou mar;7275750155
Fossa séptica;7276715108
Fossa séptica;7277165497
Fossa séptica;7277287339
Fossa séptica;7277837428
Fossa séptica;7278214319
Direto para um rio, lago ou mar;7278443504
Direto para um rio, lago ou mar;7278987954
Fossa séptica;7279267211
Fossa séptica;7280344500
Fossa séptica;7280650376
Outra forma;7280869211
Fossa séptica;7281098758
Outra forma;7281245998
Direto para um rio, lago ou mar;7281323972
Fossa séptica;7281376820
Direto para um rio, lago ou mar;7282948186
Fossa séptica;7283490000
Fossa séptica;7284204907
Fossa séptica;7284781963
Fossa séptica;7285396320
Fossa séptica;7285704830
Outra forma;7286129767
Vala a céu aberto;7286226290
Fossa séptica;7286258818
Fossa séptica;7286489704
;7288314570
;7288427188
Fossa séptica;7288519031
Direto para um rio, lago ou mar;7288955958
Fossa séptica;7288986080
Outra forma;7289057953
Fossa séptica;7289356861
Direto para um rio, lago ou mar;7289723015
Fossa séptica;7291191572
Vala a céu aberto;7291550726
Direto para um rio, lago ou mar;7292791468
Outra forma;7293440880
Fossa séptica;7295842160
Vala a céu aberto;7296235721
Direto para um rio, lago ou mar;7296509953
Fossa séptica;7297278157
Fossa séptica;7298260405
Fossa séptica;7298783092
;7298918362
;7298998960
Outra forma;7299626799
Outra forma;7300059848
Vala a céu aberto;7300608027
Fossa séptica;7311253128
Fossa séptica;7311432804
Direto para um rio, lago ou mar;7311447240
Fossa séptica;7312098002
Fossa séptica;7312713866
Fossa séptica;7312767281
Fossa séptica;7301029390
Fossa séptica;7301348819
Fossa séptica;7301770502
Outra forma;7302007799
Fossa séptica;7303403337
Fossa rudimentar;7304317620
Fossa séptica;7304856254
Fossa séptica;7305098930
Fossa séptica;7305675679
Outra forma;7305952699
Outra forma;7306260677
Outra forma;7306452665
Outra forma;7306507400
Fossa séptica;7308263762
Fossa séptica;7309208528
Direto para um rio, lago ou mar;7309221036
Fossa séptica;7310594762
Fossa séptica;7313476337
;7322608259
Fossa séptica;7323058538
Fossa séptica;7324019170
Fossa séptica;7314839018
Outra forma;7314908001
Fossa rudimentar;7315795260
Outra forma;7315988491
Fossa séptica;7316414502
Outra forma;7316756900
Fossa séptica;7316841508
Direto para um rio, lago ou mar;7317078778
Fossa séptica;7317420603
Fossa séptica;7318233467
Fossa séptica;7318488023
Direto para um rio, lago ou mar;7318706039
Direto para um rio, lago ou mar;7319541491
;7320062798
Fossa séptica;7320394952
Outra forma;7320874733
Vala a céu aberto;7320970376
Outra forma;7321450821
Outra forma;7326248001
Fossa séptica;7326375542
Outra forma;7326661553
Outra forma;7326774242
Vala a céu aberto;7327725164
Fossa séptica;7327842390
Outra forma;7329367990
Outra forma;7329659266
Fossa séptica;7329951595
Fossa séptica;7330356395
Fossa séptica;7331620371
Direto para um rio, lago ou mar;7332612801
Outra forma;7332907011
Fossa séptica;7333294110
Fossa séptica;7334286499
Fossa séptica;7334647939
Outra forma;7334733002
Outra forma;7334795539
Outra forma;7335562996
Fossa séptica;7335940427
Outra forma;7337092148
Fossa séptica;7337146256
Outra forma;7337221991
Vala a céu aberto;7337409524
Outra forma;7337615507
Fossa séptica;7337933983
Fossa séptica;7338236704
Fossa séptica;7339288465
Outra forma;7339340726
;7339838805
Outra forma;7340297308
Fossa séptica;7341514973
Outra forma;7341784849
Direto para um rio, lago ou mar;7342536210
Fossa séptica;7342664804
Fossa séptica;7343346130
Direto para um rio, lago ou mar;7344162881
Fossa séptica;7344837404
Outra forma;7345061396
Fossa séptica;7345584909
Fossa séptica;7345791440
Fossa rudimentar;7347510287
Outra forma;7348771882
Fossa séptica;7348776256
Fossa séptica;7349212844
Fossa séptica;7349701101
Outra forma;7349761279
;7349846770
Fossa séptica;7350484950
Vala a céu aberto;7350633629
Direto para um rio, lago ou mar;7351034028
Direto para um rio, lago ou mar;7351073945
;7352519912
Fossa séptica;7353115955
Direto para um rio, lago ou mar;7353411848
;7353470267
Fossa séptica;7354258415
Outra forma;7354519073
Fossa séptica;7354847917
Outra forma;7355293532
Fossa séptica;7355813714
Fossa séptica;7356677806
;7356698560
Outra forma;7357335461
Vala a céu aberto;7358095774
Fossa séptica;7358151275
Fossa rudimentar;7359955831
Outra forma;7360609011
Fossa séptica;7360712882
Outra forma;7361545661
Fossa séptica;7361981640
Fossa rudimentar;7362147635
Outra forma;7362276109
Vala a céu aberto;7362295588
Outra forma;7362698003
Fossa séptica;7363199990
Outra forma;7363766827
Fossa séptica;7363796815
Fossa séptica;7365223286
Fossa séptica;7365882808
Direto para um rio, lago ou mar;7366132772
Vala a céu aberto;7366325732
Fossa séptica;7366644080
Fossa rudimentar;7367912216
Outra forma;7368047659
Outra forma;7368120593
Fossa séptica;7368790050
;7369387372
Fossa séptica;7369872823
Outra forma;7370016668
Fossa séptica;7370770770
Fossa séptica;7371687221
Outra forma;7372198909
Fossa séptica;7373033873
Fossa séptica;7373305113
Outra forma;7373908403
Outra forma;7374395809
Fossa séptica;7376120025
Fossa séptica;7376186042
Fossa séptica;7377399325
Fossa séptica;7381757656
Fossa séptica;7383606787
;7383610970
;7384682401
Vala a céu aberto;7386106319
Vala a céu aberto;7386295537
Fossa séptica;7387099723
Outra forma;7387908770
Fossa séptica;7388699104
Outra forma;7388866965
Fossa séptica;7389185201
Outra forma;7389343303
Fossa séptica;7390143150
Fossa séptica;7391111759
Vala a céu aberto;7391610674
Fossa séptica;7394453162
Outra forma;7394733106
Fossa séptica;7395136802
Outra forma;7395369157
Vala a céu aberto;7395605900
Fossa séptica;7395691555
Vala a céu aberto;7395840909
Outra forma;7396822963
Fossa séptica;7397851410
Fossa séptica;7398560818
Fossa séptica;7400117742
Vala a céu aberto;7400372009
;7412062000
Fossa séptica;7412664905
Fossa séptica;7400912470
Fossa séptica;7401495805
Vala a céu aberto;7401556871
;7401701391
Fossa séptica;7401936518
Outra forma;7404264278
Outra forma;7407030995
Outra forma;7407867410
Fossa séptica;7410297077
;7411656518
Fossa séptica;7425575612
Outra forma;7425925702
;7426277135
Direto para um rio, lago ou mar;7426581713
Fossa séptica;7415774701
Fossa séptica;7415920023
Fossa séptica;7416810132
Fossa séptica;7418231873
Outra forma;7418529180
Fossa séptica;7419674647
Direto para um rio, lago ou mar;7420211060
Outra forma;7421116109
Vala a céu aberto;7421609202
Fossa séptica;7421854606
Fossa séptica;7422164034
Fossa séptica;7423119539
Fossa séptica;7423345709
Outra forma;7423387541
Fossa séptica;7423548570
Direto para um rio, lago ou mar;7423674443
Direto para um rio, lago ou mar;7424581139
;7424949691
Direto para um rio, lago ou mar;7427001869
Direto para um rio, lago ou mar;7438652432
Fossa rudimentar;7438698343
Fossa séptica;7439248198
Fossa séptica;7439322185
Outra forma;7439917707
Fossa séptica;7440306333
Outra forma;7440725735
Outra forma;7429792456
Fossa séptica;7430650694
Direto para um rio, lago ou mar;7431201753
Fossa séptica;7431464924
Direto para um rio, lago ou mar;7432026785
;7432584958
Fossa séptica;7432766800
Fossa séptica;7433441387
Outra forma;7433753605
Direto para um rio, lago ou mar;7433914544
Outra forma;7435072826
Fossa séptica;7436996886
Fossa séptica;7438131971
;7441068851
Direto para um rio, lago ou mar;7443459955
Direto para um rio, lago ou mar;7443819404
Fossa séptica;7444235546
;7444312800
Direto para um rio, lago ou mar;7445411909
Fossa séptica;7445415572
Fossa séptica;7446299509
Outra forma;7446558385
Fossa séptica;7447319503
Fossa séptica;7449455773
;7449880393
;7450488205
Direto para um rio, lago ou mar;7452100239
;7452136004
Direto para um rio, lago ou mar;7452328760
;7452919459
Outra forma;7453985021
Direto para um rio, lago ou mar;7454126375
